Var1,Var2
1,36.0494672986219
2,35.1070056235455
3,40.2764069271105
4,34.1576674181392
5,67.7835380545568
6,41.5615387891932
7,45.7125568130446
8,53.2971867174051
9,37.2493857972377
10,51.4288932144734
11,23.8674592584289
12,42.438310557006
13,27.7325560821223
14,44.0865196763715
15,32.6897208562251
16,24.0141067720792
17,38.6556465017257
18,34.2985617186937
19,31.3049108483703
20,48.5799441654366
21,28.8337882434773
22,43.7858295770975
23,34.7455925997279
24,37.4934228217404
25,44.2268496499545
26,34.3966749160479
27,40.6484075670636
28,38.9973972884288
29,34.5417004760376
30,31.7597353005828
31,40.7620892749229
32,45.7220333555902
33,38.2911891870414
34,24.6096185281926
35,58.284509151658
36,34.4761214116982
37,51.0524588288802
38,24.4461326230149
39,48.4983117901545
40,35.061678971681
41,44.7432404916033
42,29.9969714734715
43,25.6882508199956
44,50.8882895850208
45,36.4766267619311
46,40.6012894376746
47,40.0772972212623
48,31.850552484558
49,41.9967113686126
50,70.8491417250939
51,36.3298319960544
52,27.8239384225924
53,55.0555094467485
54,38.3105452435682
55,40.5407944965753
56,35.3737696411262
57,33.6780281286307
58,44.9166579694498
59,43.2193158767763
60,34.3857913493851
61,38.055835054898
62,35.0093679278168
63,70.266990951265
64,34.3899387299493
65,27.7178585777685
66,25.362437031955
67,33.9718543371259
68,35.056448231087
69,29.8260301793709
70,49.8874293320833
71,34.2324747972334
72,58.7569656686961
73,25.2737460145409
74,53.3807012150861
75,30.3079374061268
76,30.696691744853
77,28.7548367548562
78,58.2832404637579
79,35.8268666285495
80,29.1668344492326
81,66.8446069997709
82,35.2399681287269
83,36.6100664091594
84,25.4701922858345
85,40.600367804927
86,31.8724666252992
87,38.1487229158509
88,59.4356559397127
89,45.3185181696521
90,63.5747587557906
91,55.6143556092628
92,36.0334496087886
93,41.3325595030776
94,33.121592306959
95,62.5403396650482
96,35.8982108614158
97,45.5872193653422
98,33.9553996569483
99,36.45576811042
100,38.3444140538228
