Var1,Var2
1,9.81373497288418
2,9.81469541353127
3,9.96205277880302
4,9.8469233973265
5,9.99651011626029
6,9.89745093358234
7,9.72857579866179
8,9.95398714631908
9,9.89677224562482
10,10.5484448484549
11,9.91346029060234
12,9.8222165471526
13,13.3468991824473
14,9.71653682546164
15,9.9367720963857
16,9.83148899683096
17,9.66560542370181
18,10.0748108248315
19,10.0056126976733
20,10.7562103448037
21,9.89157471073805
22,9.92812699527758
23,10.1866806356045
24,9.90962449590024
25,10.0581144387121
26,9.69284617559368
27,9.79078307881093
28,9.77855632905921
29,9.9418102523685
30,9.94146633078442
31,10.81024705019
32,9.96340095806787
33,9.92582191905979
34,10.1908919366273
35,10.2479163878679
36,11.9997672450866
37,9.87058591164262
38,10.0213417241047
39,9.94055975337874
40,9.89897742616949
41,9.96030849425602
42,9.99940385732065
43,9.98403773065158
44,9.9719188213332
45,10.3355563959018
46,9.9043617485605
47,9.87760575215264
48,9.90696011104749
49,9.92973174614971
50,9.95921004998084
51,9.8653581259481
52,9.98419557041983
53,9.94440372234761
54,9.92141546522595
55,9.98969462990372
56,9.86275616380114
57,9.84221567984762
58,10.3034933016312
59,9.99581497738595
60,9.9970865742782
61,9.93041763188992
62,9.91141467107567
63,9.9834169761797
64,9.85311054148364
65,9.99581996385093
66,9.88669616577901
67,9.95082790623132
68,16.7080463350703
69,9.92550555638923
70,9.84576631378907
71,9.8396819976275
72,9.90302636214395
73,13.4483657643636
74,9.89456726704609
75,9.87110484068761
76,9.77008759120607
77,10.6449753174154
78,9.72095067290608
79,11.9346868959509
80,9.79672482846635
81,9.99523074467709
82,10.893091469989
83,10.0882830431976
84,10.0048155596721
85,13.4391762022552
86,9.84242042093489
87,10.0121253045691
88,10.3931671181474
89,9.99825994716426
90,9.91521246278936
91,9.91215429421782
92,10.1002739557307
93,14.9715540572382
94,9.71034228564715
95,9.90500732891428
96,9.80370324880159
97,12.2544178402166
98,9.62991975292974
99,9.81073373016164
100,9.9672282572095
