Var1,Var2
1,13.7152580313294
2,11.6664746952575
3,14.3574417861221
4,11.8999026007223
5,11.6687591444414
6,11.1499726014786
7,13.8111279513188
8,11.2455946158073
9,10.1145339049669
10,12.9408997272057
11,11.4993583279678
12,14.1211869381129
13,13.4862061597586
14,11.5816883338741
15,13.127504307844
16,10.9695860639822
17,24.8390442141704
18,11.4114408639734
19,11.189537118088
20,12.2726717037265
21,12.6919155012284
22,11.2307467569771
23,14.0523140889176
24,13.6019321029568
25,12.6294194649161
26,12.7921675375538
27,15.2107729411883
28,14.5133226581048
29,13.6259411416535
30,13.3803517469593
31,12.632607179956
32,11.8341241766615
33,12.7955483505388
34,10.8847572614447
35,12.7933195765248
36,11.8129389912285
37,12.0097851296954
38,12.3929912135358
39,10.4143527548804
40,27.9177631720111
41,10.6417450622307
42,12.8030573108861
43,12.4110313691927
44,10.2953976928503
45,12.2836023985561
46,10.0894245794873
47,11.8918655369155
48,15.1673376688866
49,13.7554036201139
50,14.558263030567
51,13.2045815438508
52,12.415079338626
53,15.3173940237806
54,11.7651935654581
55,12.6581220203502
56,15.080460344184
57,13.7098487069486
58,14.040504825436
59,13.7682136904153
60,12.0585915321817
61,12.8533392946847
62,12.7414063207275
63,11.2624434763454
64,13.8371963937721
65,14.0177524920497
66,14.4182801201586
67,11.4187200787583
68,13.9536441921569
69,11.8043163725206
70,13.0824367417375
71,13.3808946397835
72,11.0293009109105
73,12.2666820584893
74,11.311187611991
75,10.5581146433448
76,18.4219015644707
77,13.5890542582688
78,12.4918989741109
79,12.3125381208541
80,11.8868189549981
81,11.696209140703
82,11.5113391615187
83,11.4637827977809
84,13.4696517239477
85,11.0392846938893
86,12.707210780928
87,10.7550497664797
88,12.0267499720767
89,11.624318633958
90,14.1021950301488
91,11.5457438548775
92,12.7212787058767
93,14.6550517002343
94,14.6632764046713
95,10.8372619426832
96,13.430608210718
97,14.1191393605641
98,19.9014424134265
99,15.2127755072995
100,14.4228492385755
